Cód.,Cód. Fab.,Descripción,Rubro,Marca,Stock,Precios con IVA (DOLAR (U$S)),Descripción Detallada,Descripción Larga
24623,DOMO-78,Cerradura Biometrica p/Cajones -wireless 2.4GHz -hasta 20 huellas digitales -3 pilas AA (no incluidas) -puerto USB-C -control por App -Demasled (DOMO-78),Bazar y Hogar,Demasled,Si,10.22,,"Cerradura Smart para Cajones con Huella Digital 

La cerradura biométrica es una solución práctica y moderna para asegurar cajones, muebles y pequeños compartimientos, ideal para oficinas, escritorios, habitaciones o lugares que requieran resguardo de objetos personales. Diseñada para ofrecer acceso rápido y seguro mediante huella dactilar, esta cerradura elimina la necesidad de llaves físicas, mejorando la experiencia de seguridad y comodidad.

Su instalación es sencilla y no requiere conexión a red eléctrica, ya que funciona con 3 pilas AA (no incluidas) y cuenta con un puerto USB-C para carga o alimentación de emergencia. A través de la app Tuya Smart o Smart Life, y compatible con asistentes como Alexa y Google Assistant, permite una integración completa al ecosistema del hogar inteligente.

Características principales:
? Acceso por huella digital: reconocimiento rápido y preciso. Admite hasta 20 huellas registradas.
? Control inteligente desde la app: administra usuarios, accede al historial de apertura y configura funciones desde tu smartphone.
? Compatible con asistentes virtuales: funciona con Alexa y Google Assistant.
? Conectividad Wi-Fi 2.4GHz: comunicación inalámbrica segura.
? Puerto de emergencia USB-C: para apertura alternativa en caso de batería agotada.
? Consumo ultra bajo: <30mA en reposo.
? Alarma de batería baja: se activa al bajar de 3.5V, con tiempo de uso restante.

Ideal para:
- Cajones de oficina o escritorios
- Muebles personales o de uso compartido
- Espacios comerciales donde se requiere privacidad
- Habitaciones, vestidores o muebles con objetos de valor

Especificaciones:

Cantidad de Usuarios	20  
Largo	31 mm
Ancho	31 mm
Alto	19 mm
Corriente de salida	3,2 A
APP	Smart Life  
Uso	Interior  
Color de Carcasa	Negro  
Material	ABS  
Peso	100 g
Tipo de Conector	Conector USB  
Cantidad de baterías	3  
Tipo de batería	AA "
23182,DOMO-42,"Cerradura Biométrica Smart WIFI con camara y timbre -smart biometric lock - unlock with app, digital, password, card, key -IP33 -Demasled (DOMO-42)",Seguridad Controles de Acceso,Demasled,Si,71.62,Cerradura Biometrica Smart WIFI Con Camara Demasled (DOMO-42),"Código: domo-42


APP 	Smart Life  
Número de Administradores 	9  
Cantidad de Usuarios 	200  
Táctil? 	Si  
Reconocimiento de Voz 	Si  
Modo de Energía 	Batería  
Cantidad de baterías 	4  
Tipo de batería 	AA  
Duración de Baterías 	2500 h
Tensión de Entrada 	6 Vdc
Intensidad de Corriente 	180 mA
Corriente Mínima (mA) 	0.05 mA
Potencia 	1 W
Temperatura de Trabajo 	-25 ~ 60 °C
Material 	Aluminio  
LED Indicador 	Si  
Uso 	Interior / Exterior


Cerradura para puerta de seguridad inteligente cuenta con una configuración de administrador y usuario (el sistema proporciona 200 usuarios en total). Admite desbloqueo con huella dactilar inteligente, aplicación Smart Lifre (requiere puerta de enlace Bluetooth), contraseña de usuario y llave mecánica, adecuada para cerraduras de puertas residenciales, de hotel, nuestra cerradura de puerta inteligente de reconocimiento biométrico de huellas dactilares, reconoce tus huellas dactilares en solo 0,3 segundos y abre el bloqueo inteligente de huellas dactilares en 1 segundo.

Alta seguridad y protección de privacidad: fabricado con aleación de aluminio de alta resistencia. Reconocimiento de huellas dactilares de semiconductores, se niega a copiar huellas dactilares falsas. Función de contraseña virtual. Por ejemplo, contraseña: 123456, escribe 012345678 para desbloquearlo. No te preocupes por olvidarte de tus llaves. Tu huella dactilar y tu teléfono son tus llaves.

Cuerpo de bloqueo pequeño, fácil de instalar: nuestro cerrojo biométrico de entrada sin llave es adecuado para puertas de madera, puertas compuestas UPVC, etc. Soporta cuatro métodos de apertura de puertas: izquierda exterior, izquierda interior, derecha afuera, derecha interior. Mide con precisión el grosor de la puerta antes de comprar.

Certificación impermeable IP33: la cerradura de puerta inteligente con huella digital biométrica con certificación impermeable IP33, puede soportar temperaturas de -25 °g a 60.0 °g y lluvia. La casa se puede proteger en cualquier momento y en cualquier lugar.

Incluye:
2 Tarjetas
2 Llaves
Accesorios de Instalación
Manual de instalación
Cutting Template

Pasos a seguir para activar la cámara:
- Presiona el ícono de la campana para encender la pantalla.
- Luego tocamos nuevamente el icono de campana para activar el teclado.
- Es importante tener activadas las notificaciones
- Desde la aplicación, ingresamos a Cerradura y nos figura la imagen que está registrando.
- Podemos tomar una captura de la imagen que brinda y dar acceso o denegar la entrada de la persona.

Nota:
Requiere Baterias AA (No incluye baterias)"
23994,NM-GC479,Combo Gamer 4 En 1 -Teclado español -usb -retroiluminado -Mouse usb -1000 dpi -3 teclas -Auricular c/microfono -2x 3.5mm + usb -retroiluminado -cable 1.5m -Mouse pad 30 cm x 25 cm x 3mm -black -Netmak (NM-GC479),Teclado y Mouse Kit C/Cable,Netmak,Si,20.96,"Combo Teclado, Mouse y Auricular Netmak GC479 -cable 1.5mts -Negro -retroiluminacion led (NM-GC479)","TECLADO RETROILUMINADO

Teclado USB en español.
Teclas multimedia.
Cuenta con 105 teclas. 
Medidas 435 x 130 x 27mm.

MOUSE USB 

Velocidad: 1000 DPI.
Cantidad de teclas: 3
Tamaño: 122 x 61x 39mm.
Cable: longitud 125 cm. 
  
AURICULAR

Control de Volumen.
Micrófono Incorporado.
Conector 2 Plug 3.5mm + USB (luces).
Retroiluminado LED.
Longitud del cable: 1.5 m.

MOUSE PAD

Dimensiones:  30 x 25 cm. 
Excelente desplazamiento.
Laterales bordados.
Grosor 3 mm. "
23867,AV000012,Compresor de aire multiproposito -12v -150psi max -72L./Min. -c/manometro -c/maletin y accesorios -Gadnic (AV000012),Herramientas,Gadnic,Si,50.5,,"Compresor 12v Portátil 60Ltmin 150psi Doble Pistón Inflador Multipropósito

ACERCA DE ESTE PRODUCTO:

Experimenta la potencia y versatilidad del Compresor de Aire 72L/min, diseñado para brindarte un rendimiento óptimo en todas tus tareas de inflado. Con este compresor, podrás inflar neumáticos, juguetes inflables, colchones de aire y mucho más de manera rápida y eficiente. Su diseño compacto y portátil lo hace perfecto para uso en el hogar, en el taller o incluso en la carretera.

Con una capacidad de entrega de aire de 85 litros por minuto, este compresor ofrece un rendimiento potente que te permitirá completar tus trabajos de inflado con facilidad y rapidez. Su funcionamiento sin problemas te brinda la tranquilidad de saber que tendrás aire comprimido disponible siempre que lo necesites.

CARACTERÍSTICAS:

Potente Rendimiento: Con una capacidad de entrega de aire de 85 litros por minuto, este compresor ofrece un rendimiento potente y eficiente para una variedad de aplicaciones de inflado.

Versatilidad de Uso: Adecuado para una amplia gama de aplicaciones, desde inflar neumáticos de automóviles, bicicletas, motocicletas hasta balones deportivos, colchones inflables y más.

Portabilidad: Con un diseño compacto y portátil, este compresor es fácil de transportar y almacenar, lo que lo hace ideal para uso en el hogar, taller o en la carretera.

Fácil de Usar: Equipado con controles simples e intuitivos, este compresor es fácil de operar incluso para usuarios principiantes. Solo necesitas conectarlo a una fuente de alimentación y estarás listo para usarlo.

Indicadores de Presión: Equipado con medidores de presión, te permite monitorear la presión del aire de manera precisa y asegurarte de que tus neumáticos o dispositivos inflables se inflen correctamente.

Diseño Robusto: Fabricado con materiales resistentes y duraderos, este compresor está diseñado para soportar condiciones de trabajo exigentes y proporcionar un servicio confiable a largo plazo.

Características
Marca: 	gadnic
Modelo: 	av000012	
SKU: 	AV000012
EAN: 	7799219015020
 
Especificaciones

    Voltaje: 12V
    Amperaje Máximo: 23 A
    Presión Maxima: 1034 kPA (150 PSI)
    Desplazamiento: 72L./Min.
    Doble cilindro
    Tiempo de uso continúo recomendado: 30 min.
    Tiempo de uso continúo máximo: 40 min.
    Longitud cable de corriente: 3 metros
    Manguera de aire 60 CM / Extensión de 2,90 metros
    Peso neto: 1,4 KG
    Diámetro del cilindro: 2x30mm
    Se conecta directamente a la batería

Garantía: 12 meses
Se entrega con:

    1x Compresor de Aire 12 Volts
    1x Alargue de manguera espiral de 5 mts.
    1x Manómetro
    1x Cable puente
    1x Destornillador x 2
    1x Escariador
    1x Pinza Fina
    1x Cutter
    1x Válvula para auto
    1x Válvula para bicicleta
    1x Válvula para pelota
    1x Válvula para cama inflable
    1x Maletín
    1x Garantía oficial 1 año
    1x Manual en ingles"
24332,AV000210,Compresor de aire multiproposito -portable -12v -150psi max -35L./Min. -3 boquillas intercambiables -blue/black -Gadnic Tools (AV000210),Herramientas,Gadnic,Si,25.22,,"Fácil de Uso y Apagado Automático: Conectar y utilizar es tan sencillo como enchufar el cable de alimentación en la toma de 12V del automóvil. El apagado automático garantiza que el compresor se detenga cuando se alcance la presión deseada.

Presión Máxima de Trabajo 150 PSI: Potencia excepcional con capacidad de inflado de hasta 150 PSI, asegurando un inflado rápido y eficiente.

Flujo de Aire Rápido: Con un flujo de aire de 35L/min, este compresor supera a las bombas tradicionales, ahorrándote tiempo en el inflado.

Pantalla Digital Brillante: Equipado con una pantalla digital de alta visibilidad que muestra la presión actual y permite configurar los valores de presión deseados.

Iluminación LED Integrada: Las luces LED brillantes y duraderas te brindan visibilidad incluso en condiciones de poca luz, facilitando el inflado nocturno o en situaciones de emergencia.

Adaptadores Multifuncionales: Viene con 3 adaptadores inflables adicionales, lo que te permite inflar una variedad de objetos, desde neumáticos de automóviles hasta colchones inflables y pelotas deportivas.

Diseño Compacto y Portátil: Su diseño compacto y portátil se adapta fácilmente al interior del vehículo y se almacena sin ocupar mucho espacio.

Uso Versátil: Apto para una variedad de vehículos, desde automóviles y motocicletas hasta bicicletas y vehículos recreativos.

Conexión de 3 Metros: El cable de alimentación de 3 metros te brinda un rango cómodo para acceder a tus neumáticos y objetos inflables.

Funciona con Alimentación de Automóvil: Se conecta a la toma de encendedor de 12V del automóvil, asegurando una fuente de energía constante.

Características
Marca:	gadnic
Línea:	gadnic tools
SKU:	AV000210
EAN:	7427250811799

Especificaciones
Presión Máxima de Aire: 150 Psi
Máximo flujo de aire: 35 lt/min
Largo del cable: 3 mts
Pantalla led: Sí
Adaptadores: 3
Peso: 890gr
Energia: 12V

Garantía: 12 meses

Se entrega con:
1x Compresor de Aire Portátil
3x Boquillas intercambiables"
23869,AV000011,Compresor de aire p/auto -12v -150psi max -35L./Min. -c/manometro -3 picos -Gadnic (AV000011),Herramientas,Gadnic,Si,24.51,Compresor de Aire para Auto 12v 150psi max. 35L./Min con Manómetro 3 picos Gadnic (AV000011),"Compresor Para Auto 12v 150psi 35lt/min Portátil Con Manometro Incluye 3 Picos

El AV000011 es el modelo más práctico y eficiente en la categoría de compresores de aire. Ideales para usarse en bus, camión, 4x4, van, auto, cauchos pequeños, bicicletas y hasta pelotas. 
¡Es el aliado ideal para siempre tener en tu vehículo!

Características
Marca: gadnic
Modelo: av000011	
SKU: AV000011
EAN: 7799219005496
 
Especificaciones

- Voltaje: 12V
- Amperaje Máximo: 10 A
- Presión Máxima: 825 kPA (150 PSI)
- Desplazamiento: 35L./Min.
- Tiempo de uso continuo recomendado: 15 min.
- Tiempo de uso continuo máximo: 20 min.
- Longitud cable de corriente: 3 metros
- Longitud manguera de aire: 1 metro
- Peso neto: 1.4 KG
- Dimensiones: 15cm x 8cm x 13cm

Garantía: 12 meses

Se entrega con:
? Mini Compresor de Aire
? Manguera de aire
? Adaptadores
? Manometro
? Manual en Inglés"
24333,AV000009,Compresor de aire p/auto -portable -12v -150psi max -85L./Min -c/manometro -c/maletin y accesorios -black -Gadnic (AV000009),Herramientas,Gadnic,Si,34.26,Compresor de Aire para Auto Portable 12v 150psi max. 85L./Min con Manómetro Maletín y Accesorios Gadnic (AV000009),"El AV000009 es uno de los compresores de aire más efectivos para el uso en bus, camión, 4x4, van, auto, cauchos pequeños, bicicletas y hasta pelotas. 

¡No te olvides de llevarlo siempre en tu vehículo!

Características
Marca: gadnic
Modelo: av000009
SKU: AV000009
EAN: 7799219008008

Especificaciones
? Voltaje: 12V
? Amperaje Máximo: 23 A
? Presión Maxima: 1034 kPA (150 PSI)
? Desplazamiento: 85L./Min.
? Doble cilindro
? Tiempo de uso continúo recomendado: 30 min.
? Tiempo de uso continúo máximo: 40 min.
? Longitud cable de corriente: 3 metros
? Longitud manguera de aire: 0,25 metros + extensión 5 metros
? Peso neto: 2540 G
? Diámetro del cilindro: 2x30mm
? Se conecta directamente a la batería

Garantía: 12 meses

Se entrega con:
- Compresor de Aire 12 Volts
- Alargue de manguera espiral de 5 mts.
- Manometro
- Válvula para auto
- Válvula para bicicleta
- Válvula para pelota
- Válvula para cama inflable
- Bolso
- Garantía oficial 1 año
- Manual en ingles"
12632,NM-R04 X 50,Conector Plug RJ45 Cat5 -8 hilos -p/crimpear -50 unidades -Netmak (NM-R04),Conectividad Accesorios,Netmak,Si,2.94,,"NM-R04
Conector Rj-45
- 50 unidades

El modelo RJ-45 (CAT 5) es reconocido por su alta calidad y durabilidad. Cada conector está diseñado para proporcionar una conexión segura y estable, lo que garantiza una transmisión de datos sin interrupciones."
24544,417527,Conector Plug RJ45 Cat5e -50 unidades -Kelyx (0417527),Conectividad Accesorios,Kelyx,Si,3.64,,"Bolsa x 50 Fichas UTP RJ45 Cat 5e Kelyx

- Conector RJ45 para cable ethernet Cat 5e
- Presentación: Bolsa con 50 unidades"
23789,RJ-45 X 50,Conector Plug RJ45 Cat5e -8 hilos -p/crimpear -50 unidades -Noganet (RJ-45),Conectividad Accesorios,Noganet,Si,2.69,,"* Ficha para cable UTP de red RJ-45
* Conector de 8 hilos para armar cables de red
* Puede trabajar en cableado CAT4/5/5e
* Estilo de Plug 8p8c de 50 micrones
* Para armar patch core derechos o cruzados
* Doble contacto para poder tener un mejor contacto en el cable"
24545,417528,Conector Plug RJ45 Cat6 -50 unidades -Kelyx (0417528),Conectividad Accesorios,Kelyx,Si,6.73,,"Bolsa x 50 Fichas UTP RJ45 Cat 6 Kelyx

- Conector RJ45 para cable ethernet Cat 6
- Presentación: Bolsa con 50 unidades"
21957,RJ-45 (CAT6) x50,Conector Plug RJ45 Cat6 -8 hilos -p/crimpear -50 unidades -Noganet (RJ-45 (CAT6)),Conectividad Accesorios,Noganet,Si,3.65,,"Conector Noganet Plug RJ45
- Cat6
- 8 hilos
- Para crimpear
- x 50 unidades"
23435,NG-FG02,Consola de juegos p/TV -620 juegos -8 bits -2x gamepads inalámbricos -salida a/v -gray -Noganet (NG-FG02),Consolas De Juego,Noganet,Si,22.43,Consola de juegos para TV Family Game 620 Juegos 2x gamepads inalámbricos Noga (NG-FG02),"Consola de video Juegos family game | NGFG02
Consola formato ps1 Mini con 620 juegos clasicos en su memoria.
Ideal para jugar en familia y disfrutar de los mejores video juegos de los 90s.

El equipo viene con:
- 1 Consola
- 2 Joysticks
- 1 Fuente de alimentación
- 1 Cable de audio y video

Algunos juegos:
NEM MANE, SKY HUNTER, TIGER HELI, HISDON, PAPERBOY, POHER SOCCER, QUARTH, SOLOMON, TRANSFORMERS,MORI-KUN,SPELUNKER,SQOON,STAR LUSTER,TETRIS 2,XEVIOUS,THEXBER,VOLGUARD,OTHELLO,PACHAN
PIN BALL, POOVAN,NIBBLES, NINJA 4, ROAD FIGHTER, SKY DESTROVER, DOUBLE DRIDOL2, DOUBLE DRAGONE, HOT HIGH SCHOOL, HOT RETE, ROBOCOP, NORTALICONBAT, SPIDERMAN, SYLVATGE, M 3, DR MARIO, M.BROS, TURTLES + TURTLES 4, CONTRA I, CONTRA FORCE"
23996,NM-K10-W,Consola de juegos para TV -40000 juegos de 40 consolas -2 x gamepads inalámbricos 2.4Ghz -microSD 64gb -hdmi -HD 4K -white -Netmak (NM-K10-W),Consolas De Juego,Netmak,Si,46.05,Consola de juegos para TV HD 4K 40000 juegos 2x gamepads inalámbricos Netmak (NM-K10-W),"Con esta consola retro podrás revivir la emoción de los clásicos de tu infancia como: 
PSP: Virtua tennis, FIFA 12 , PES2021,  NBA2K12, Tekken, Spiderman 2, GTA Vice City 
PS1: Dragon Ball Z, Crash Bandicoot 3, Tekken 2, Street Fighter, Winning Eleven 2002, Medal of Honor
Y muchos juegos más de las consolas mas destacadas.

? Contiene 40.000 juegos de diferentes consolas.				
? Emula más de 40 consolas como: PSP (PS2 Portátil), PS1, Dreamcast, Sega, GameBoy, Atari, Nintendo 64 y muchos más.				
? Incluye memoriaSD de 64gb.		
? Incluye dos gamepad con conexión inalambrica 2.4 Ghz.
? Incluye receptor 2.4Ghz.	
? Incluye cable micro USB de alimentación.	
? Incluye cable de alargue HD para mayor comodidad.
? Requiere 2 pares de pilas AAA (no incluidas).	
? Conexión HD 4K."
24637,NM-M34,Consola de juegos para TV -44000 juegos de 50 consolas -2 x gamepads inalámbricos 2.4Ghz -microSD 128gb -hdmi -HD 4K -black -Netmak (NM-M34),Consolas De Juego,Netmak,Si,46.93,,"NM-M34 | MIni consola inalámbrica HD

Con esta consola retro podes disfrutar los clásicos de tu infancia como: 
PS2 portaltil: GTA Vice City , Virtua tennis, Need for Speed , Call of duty,  NBA2K12, God of War, etc.

PS1: PES 2, Crash Bandicoot 3, Tekken 2, Street Fighter, Libertadores 2013, Resident Evil, Spiderman, Gran Turismo y muchos juegos más de las consolas mas destacadas.

Características

? Contiene 44.000 juegos de diferentes consolas.				
? Emula más de 50 consolas como: PSP (PS2 Portátil), PS1, Dreamcast, Sega, GameBoy, Atari, Nintendo 64/DS, MAME, ARCADE, Family y muchos más.
? Memoria RAM DDR4 de 1GB.
? Conexión HD 4K.
? Opción de guardar el avance de tus partidas.
? Requiere 2 pares de pilas AAA(no incluidas).				

Incluye		
		
? Memoria SD de 128GB			
? 2 gamepad con conexión inalámbrica 2.4Ghz.				
? Receptor 2.4Ghz.				
? Cable de alimentación.				
? Cable de alargue HDMI"
23358,NM-S900,Consola de juegos para TV -5000 juegos de sega hd 16bits -2 x gamepads inalámbricos 2.4ghz -microSD -hdmi -black -Netmak (NM-S900),Consolas De Juego,Netmak,Si,24.39,Consola de juegos para TV HD 5000 Juegos de Sega 2x gamepads inalámbricos Netmak (NM-S900),"? Consola de SEGA HD de 16 bits.
? Contiene 5000 juegos.
? Incluye juegos de Nintendo	
? Incluye dos gamepad con conexión inalámbrica 2.4Ghz.
? Incluye memoria microSD.	
? Plug and play, de fácil conexión.
? Incluye cable micro USB de alimentación.	
? Requiere 1 par de pilas AAA(no incluidas).
? Conexión HD 4K."
